,date_of_service,toc_code,rid,location,gbtt_ptd,gbtt_pta,actual_td,actual_ta,late_canc_reason,arrivalDelay,departureDelay,previousJourney,nextJourney,previousArrivalDelay,previousDepartureDelay,nextArrivalDelay,nextDepartureDelay,previousStation,nextStation,numberOfStops
4,2017-08-16,LE,201708167101332,MNG,0 days 12:53:00,0 days 12:52:00,0 days 12:55:00,0 days 12:53:00,0.0,60.0,120.0,540.0,540.0,60.0,0.0,0.0,0.0,IPS,COL,10
5,2017-08-16,LE,201708167101332,COL,0 days 13:03:00,0 days 13:02:00,0 days 13:03:00,0 days 13:02:00,0.0,0.0,0.0,540.0,1080.0,60.0,120.0,0.0,60.0,MNG,CHM,10
6,2017-08-16,LE,201708167101332,CHM,0 days 13:21:00,0 days 13:21:00,0 days 13:22:00,0 days 13:21:00,0.0,0.0,60.0,1080.0,600.0,0.0,0.0,60.0,,COL,SNF,10
7,2017-08-16,LE,201708167101332,SNF,,0 days 13:31:00,,0 days 13:32:00,0.0,60.0,,600.0,,0.0,60.0,,,CHM,SRA,10
8,2017-08-16,LE,201708167101332,SRA,,0 days 13:45:00,,,0.0,,,,,60.0,,,,SNF,LST,10
9,2017-08-16,LE,201708167101332,LST,,0 days 13:55:00,,,0.0,,,,,,,,,SRA,,10
0,2017-08-17,LE,201708177101332,NRW,0 days 12:00:00,,0 days 12:00:00,,0.0,,0.0,,1020.0,,,-60.0,60.0,,DIS,9
1,2017-08-17,LE,201708177101332,DIS,0 days 12:17:00,0 days 12:17:00,0 days 12:18:00,0 days 12:16:00,0.0,-60.0,60.0,1020.0,720.0,,0.0,60.0,120.0,NRW,SMK,9
2,2017-08-17,LE,201708177101332,SMK,0 days 12:29:00,0 days 12:29:00,0 days 12:31:00,0 days 12:30:00,0.0,60.0,120.0,720.0,720.0,-60.0,60.0,240.0,240.0,DIS,IPS,9
3,2017-08-17,LE,201708177101332,IPS,0 days 12:43:00,0 days 12:41:00,0 days 12:47:00,0 days 12:45:00,0.0,240.0,240.0,720.0,540.0,60.0,120.0,240.0,300.0,SMK,MNG,9
4,2017-08-17,LE,201708177101332,MNG,0 days 12:53:00,0 days 12:52:00,0 days 12:58:00,0 days 12:56:00,0.0,240.0,300.0,540.0,540.0,240.0,240.0,240.0,240.0,IPS,COL,9
5,2017-08-17,LE,201708177101332,COL,0 days 13:03:00,0 days 13:02:00,0 days 13:07:00,0 days 13:06:00,0.0,240.0,240.0,540.0,1080.0,240.0,300.0,180.0,300.0,MNG,CHM,9
6,2017-08-17,LE,201708177101332,CHM,0 days 13:21:00,0 days 13:21:00,0 days 13:26:00,0 days 13:24:00,0.0,180.0,300.0,1080.0,1440.0,240.0,240.0,300.0,,COL,SRA,9
7,2017-08-17,LE,201708177101332,SRA,,0 days 13:45:00,,0 days 13:50:00,0.0,300.0,,1440.0,,180.0,300.0,300.0,,CHM,LST,9
8,2017-08-17,LE,201708177101332,LST,,0 days 13:55:00,,0 days 14:00:00,0.0,300.0,,,,300.0,,,,SRA,,9
0,2017-08-18,LE,201708187101332,NRW,0 days 12:00:00,,0 days 12:02:00,,0.0,,120.0,,1020.0,,,60.0,120.0,,DIS,9
1,2017-08-18,LE,201708187101332,DIS,0 days 12:17:00,0 days 12:17:00,0 days 12:19:00,0 days 12:18:00,0.0,60.0,120.0,1020.0,720.0,,120.0,120.0,180.0,NRW,SMK,9
2,2017-08-18,LE,201708187101332,SMK,0 days 12:29:00,0 days 12:29:00,0 days 12:32:00,0 days 12:31:00,0.0,120.0,180.0,720.0,720.0,60.0,120.0,240.0,360.0,DIS,IPS,9
3,2017-08-18,LE,201708187101332,IPS,0 days 12:43:00,0 days 12:41:00,0 days 12:49:00,0 days 12:45:00,0.0,240.0,360.0,720.0,540.0,120.0,180.0,420.0,480.0,SMK,MNG,9
4,2017-08-18,LE,201708187101332,MNG,0 days 12:53:00,0 days 12:52:00,0 days 13:01:00,0 days 12:59:00,0.0,420.0,480.0,540.0,540.0,240.0,360.0,420.0,480.0,IPS,COL,9
5,2017-08-18,LE,201708187101332,COL,0 days 13:03:00,0 days 13:02:00,0 days 13:11:00,0 days 13:09:00,0.0,420.0,480.0,540.0,1080.0,420.0,480.0,420.0,540.0,MNG,CHM,9
6,2017-08-18,LE,201708187101332,CHM,0 days 13:21:00,0 days 13:21:00,0 days 13:30:00,0 days 13:28:00,0.0,420.0,540.0,1080.0,1440.0,420.0,480.0,480.0,,COL,SRA,9
7,2017-08-18,LE,201708187101332,SRA,,0 days 13:45:00,,0 days 13:53:00,0.0,480.0,,1440.0,,420.0,540.0,540.0,,CHM,LST,9
8,2017-08-18,LE,201708187101332,LST,,0 days 13:55:00,,0 days 14:04:00,0.0,540.0,,,,480.0,,,,SRA,,9
0,2017-08-21,LE,201708217101332,NRW,0 days 12:00:00,,0 days 11:59:00,,0.0,,-60.0,,1020.0,,,-60.0,60.0,,DIS,9
1,2017-08-21,LE,201708217101332,DIS,0 days 12:17:00,0 days 12:17:00,0 days 12:18:00,0 days 12:16:00,0.0,-60.0,60.0,1020.0,720.0,,-60.0,0.0,60.0,NRW,SMK,9
2,2017-08-21,LE,201708217101332,SMK,0 days 12:29:00,0 days 12:29:00,0 days 12:30:00,0 days 12:29:00,0.0,0.0,60.0,720.0,720.0,-60.0,60.0,180.0,180.0,DIS,IPS,9
3,2017-08-21,LE,201708217101332,IPS,0 days 12:43:00,0 days 12:41:00,0 days 12:46:00,0 days 12:44:00,0.0,180.0,180.0,720.0,540.0,0.0,60.0,180.0,240.0,SMK,MNG,9
4,2017-08-21,LE,201708217101332,MNG,0 days 12:53:00,0 days 12:52:00,0 days 12:57:00,0 days 12:55:00,0.0,180.0,240.0,540.0,540.0,180.0,180.0,120.0,120.0,IPS,COL,9
5,2017-08-21,LE,201708217101332,COL,0 days 13:03:00,0 days 13:02:00,0 days 13:05:00,0 days 13:04:00,0.0,120.0,120.0,540.0,1080.0,180.0,240.0,60.0,120.0,MNG,CHM,9
